Date,Route,Rating,Notes,URL,Pitches,Location,"Avg Stars","Your Stars",Style,"Lead Style","Route Type","Your Rating",Length,"Rating Code"
2020-09-10,"High Exposure",5.6,"Led money pitch",https://www.mountainproject.com/route/105798994/high-exposure,2,"New York > The Gunks > The Trapps > i. High E",3.8,-1,Lead,Fell/Hung,Trad,,250,1600
2020-08-12,Hairlip,5.9+,,https://www.mountainproject.com/route/105760194/hairlip,1,"Wyoming > Laramie Area > Vedauwoo > Nautilus",2.8,-1,TR,,Trad,,60,2500
2020-08-12,Pretty,5.8,,https://www.mountainproject.com/route/107741865/pretty,1,"Wyoming > Laramie Area > Vedauwoo > Nautilus",2.2,-1,TR,,"Sport, TR",,40,2100
2020-08-12,"Easy Jam",5.4,,https://www.mountainproject.com/route/105751825/easy-jam,1,"Wyoming > Laramie Area > Vedauwoo > Nautilus",2.3,-1,TR,,Trad,,,1400
2020-08-12,"Lower Slot and Upper Slot",5.7+,"Bloodcurdlingly difficult",https://www.mountainproject.com/route/105751849/lower-slot-and-upper-slot,1,"Wyoming > Laramie Area > Vedauwoo > Nautilus",2.9,-1,Follow,,Trad,,,1900
2020-08-12,"North Ridge",5.7,"Came down from first or second bolt. Partner clipped it for me. Then I climbed it clean. Forgot to sling a knob at one point and was really feeling the runout. ",https://www.mountainproject.com/route/105751609/north-ridge,1,"Colorado > Colorado Springs > Garden of the Gods > Montezuma Tower",3.5,-1,Lead,Redpoint,Trad,,,1800
2020-08-11,Freeway,5.0,Fun!,https://www.mountainproject.com/route/105752023/freeway,1,"Colorado > Boulder > Flatirons > North > Second Flatiron",3.3,4,Solo,,Trad,,600,1000
2020-08-09,"Incredible Hand Crack",5.10,,https://www.mountainproject.com/route/105717367/incredible-hand-crack,1,"Utah > Southeast Utah > Indian Creek > Supercrack Buttress",3.8,-1,TR,,Trad,,100,3000
2020-08-08,"Twin Cracks",5.8+,"My first genuine hand jam!",https://www.mountainproject.com/route/105717445/twin-cracks,1,"Utah > Southeast Utah > Indian Creek > Supercrack Buttress",2.5,-1,TR,,Trad,,40,2200
2020-08-08,"Supercrack of the Desert",5.10,"Super hard",https://www.mountainproject.com/route/105717364/supercrack-of-the-desert,1,"Utah > Southeast Utah > Indian Creek > Supercrack Buttress",3.8,-1,TR,,Trad,,,3000
2020-08-03,Durrance,5.7+,"Led approach pitch. Pretty awkward but fine. Then followed P1 and P2 of the main route. Did P1 fine, but P2 was very strenuous for me",https://www.mountainproject.com/route/105714812/durrance,1,"Wyoming > Devils Tower > Durrance Approach",3.4,-1,Lead,,Trad,,500,1900
2020-02-27,"The Trap Dike","WI2 Easy Snow","Went soon after big snow storm. Only two roped pitches were necessary. I followed my partner Fran up both. We exited the dike onto the slide perhaps too soon, as climbing over the lip felt quite insecure. Possible avalanche conditions on the slide but we continued. The dumps of snow made the slide very strenuous to climb. The hike down Colden was uneventful, though I had tweaked my ankle (minor sprain?) early that day, and the descent was not great. We slept in a lean-to and hiked out the next day. ",https://www.mountainproject.com/route/107126372/the-trap-dike,2,"New York > Adirondacks > * Adirondack Ice & Mixed > E: Interior High Peaks > Avalanche Lake/Pass",3.5,-1,Follow,,"Ice, Snow",,2000,31000
2020-02-21,Minty,5.4,"Pitch 1 was good. Pitch 2 I accidentally did a large part of Snooky’s Return second pitch (5.8). I was terrified. Long, virtually unprotected traverse followed by 10 or 20 feet of 5.8 protected by small microcams. Rope drag became worse as I approached the finish of the pitch. Super scary pitch",https://www.mountainproject.com/route/105800326/minty,2,"New York > The Gunks > The Trapps > f. The Guides' Wall (Madame G's)",3.0,-1,Lead,,Trad,,250,1400
2020-01-18,"Chiller Pillar",WI4,"First ice climb of the season! With Sam. Sun was out and ice was a bit wet",https://www.mountainproject.com/route/106263345/chiller-pillar,1,"New York > Adirondacks > * Adirondack Ice & Mixed > B: Climbs near Lake Placid > Whiteface",2.9,-1,TR,,"TR, Ice",,100,33000
2019-12-26,Bursitis,5.6,"Pulled roof but couldn’t mantel onto ledge...took my first trad fall on the new red C4 my dad had just gotten me as a gift",https://www.mountainproject.com/route/107252870/bursitis,1,"Ohio > Northeast Ohio > Logtown > Big Cliffs > 5. The Pit",3.0,-1,Lead,Fell/Hung,Trad,,20,1600
2019-12-26,"The Overhang",5.7,,https://www.mountainproject.com/route/116656979/the-overhang,1,"Ohio > Northeast Ohio > Logtown > Big Cliffs > 4. Front Wall",2.4,-1,Lead,Onsight,Sport,,30,1800
2019-12-26,"Always Saturday",5.7,,https://www.mountainproject.com/route/114537269/always-saturday,1,"Ohio > Northeast Ohio > Logtown > Big Cliffs > 4. Front Wall",2.7,-1,Lead,Onsight,Sport,,30,1800
2019-12-26,"Easy Does It 5.5",5.5,"Easy warmup. ",https://www.mountainproject.com/route/114513051/easy-does-it-55,1,"Ohio > Northeast Ohio > Logtown > Big Cliffs > 4. Front Wall",2.6,2,Lead,Onsight,Sport,5.4,30,1500
2019-11-13,"Madame Grunnebaum's Wulst",5.6,"Combined P2/P3. First 5.6 lead! Awesome experience",https://www.mountainproject.com/route/105799697/madame-grunnebaums-wulst,2,"New York > The Gunks > The Trapps > f. The Guides' Wall (Madame G's)",3.7,4,Lead,,Trad,,210,1600
2019-11-13,Ribs,5.4,"Led 1st pitch. Not fun. Maybe I was off route, but my pro was NOT confidence inspiring. ",https://www.mountainproject.com/route/105811994/ribs,1,"New York > The Gunks > The Trapps > d. Strictly - The Ceiling",2.1,1,Lead,,Trad,,130,1400
2019-11-08,"Gunsight to South Peak",5.4,"Attained gunsight via east face. Belayed from top of vertical part. With David and Zi",https://www.mountainproject.com/route/105924140/gunsight-to-south-peak,2,"West Virginia > Seneca Rocks > South Peak - West Face > South Peak West Face (Main Area)",3.7,-1,Lead,,Trad,,150,1400
2019-10-26,Kauffman-Cardon,5.4,"Intended to lead both pitches but instead only led the first pitch, unintentionally. ",https://www.mountainproject.com/route/107333069/kauffman-cardon,1,"West Virginia > Seneca Rocks > South Peak - East Face > Southeast Corner",2.3,-1,Lead,,Trad,,175,1400
2019-10-26,"Skyline Traverse",5.3,"Led first pitch to reach start of Kauffman-Cardon. ",https://www.mountainproject.com/route/105917259/skyline-traverse,1,"West Virginia > Seneca Rocks > South Peak - East Face > Southeast Corner",2.8,-1,Lead,,Trad,,,1300
2019-10-25,"Bee Sting Corner",5.7,"Climbed this instead of Kauffman-Cardon second pitch. Hung frequently and took a long time. Felt harder than 5.7. Would’ve been faster if I’d just aided it…",https://www.mountainproject.com/route/107265681/bee-sting-corner,1,"West Virginia > Seneca Rocks > South Peak - East Face > Southeast Corner",3.1,-1,Lead,,Trad,,75,1800
2019-10-17,"Angel's Way",5.2,"Led a couple pitches ",https://www.mountainproject.com/route/105758545/angels-way,8,"Colorado > Boulder > Flatirons > North > Skunk Canyon > Ridge 3 aka Angel's Way",3.6,-1,Follow,,Trad,,1200,1200
2019-10-14,"East Face (Standard)",5.4,,https://www.mountainproject.com/route/105748047/east-face-standard,8,"Colorado > Boulder > Flatirons > North > Third Flatiron",3.7,-1,Follow,,Trad,,,1400
2019-10-12,"Jim's Throne",5.4,"Was gonna lead it, but it rained ",https://www.mountainproject.com/route/107171270/jims-throne,1,"Pennsylvania > South Central PA > Pond Bank > White Rocks > 11 - Jim's Wall",2.9,-1,TR,,Trad,,120,1400
2019-05-24,,,"First time climbing a documented 5.9+ without cheating. ",https://www.mountainproject.com/route,1,,-1.0,-1,TR,,,,,
2019-05-03,"Wafer Step -(Central Slab)",5.5,"What a great route…would love to return for a lead",https://www.mountainproject.com/route/105975313/wafer-step-central-slab,1,"Maine > -Acadia National Park > The Precipice aka The South Wall",3.2,-1,TR,,Trad,,80,1500
